date,EBAY,NVDA,YHOO
1/4/2010,23.9,18.49,17.1
1/5/2010,23.65,18.76,17.23
1/6/2010,23.5,18.88,17.17
1/7/2010,23.23,18.51,16.7
1/8/2010,23.51,18.55,16.7
1/11/2010,23.45,18.29,16.74
1/12/2010,23.19,17.67,16.68
1/13/2010,23.6,17.91,16.9
1/14/2010,22.88,17.63,17.12
1/15/2010,22.47,17.11,16.82
1/19/2010,23.26,17.43,16.75
1/20/2010,22.23,17.36,16.38
1/21/2010,24.13,17.05,16.2
1/22/2010,23.58,16.46,15.88
1/25/2010,23.69,16.74,15.86
1/26/2010,24.07,16.21,15.99
1/27/2010,23.97,16.65,15.98
1/28/2010,23.33,16.09,15.44
1/29/2010,23.02,15.39,15.01
2/1/2010,23.17,16.57,15.05
2/2/2010,23.08,16.74,15.17
2/3/2010,23.23,16.88,15.46
2/4/2010,22.45,15.9,15.01
2/5/2010,22.71,16.22,15.19
2/8/2010,22.49,16.19,14.99
2/9/2010,22.37,16.06,15.07
2/10/2010,21.96,16.37,14.8
2/11/2010,22.13,17.12,15.22
2/12/2010,21.77,17.35,15.17
2/16/2010,22.52,17.67,15.41
2/17/2010,22.68,17.84,15.44
2/18/2010,22.84,16.67,15.54
2/19/2010,23.42,16.58,15.58
2/22/2010,23.28,16.61,15.49
2/23/2010,22.89,16.21,15.38
2/24/2010,23.26,16.55,15.59
2/25/2010,23,16.4,15.24
2/26/2010,23.02,16.2,15.31
3/1/2010,23.88,16.85,15.79
3/2/2010,23.99,16.84,15.73
3/3/2010,23.51,16.63,15.57
3/4/2010,23.78,16.66,15.81
3/5/2010,24.63,17.17,16.06
3/8/2010,24.84,16.92,16.52
3/9/2010,25.51,17.55,16.53
3/10/2010,25.56,17.59,16.79
3/11/2010,25.44,17.19,16.53
3/12/2010,25.97,17.25,16.32
3/15/2010,26.28,17.16,16.46
3/16/2010,26.79,17.76,16.36
3/17/2010,26.98,18.1,16.5
3/18/2010,27.46,17.46,16.56
3/19/2010,27.19,17.25,16.44
3/22/2010,27.07,17.53,16.34
3/23/2010,27.05,17.89,16.03
3/24/2010,26.94,17.29,16.09
3/25/2010,27.56,17.34,16.32
3/26/2010,27.45,17.34,16.54
3/29/2010,27.28,17.56,16.56
3/30/2010,27.14,17.63,16.61
3/31/2010,26.97,17.4,16.53
4/1/2010,26.57,17.22,16.29
4/5/2010,27.37,17.48,16.51
4/6/2010,27.27,17.05,16.92
4/7/2010,26.85,17.16,16.87
4/8/2010,26.46,16.88,17.35
4/9/2010,26.55,16.99,17.52
4/12/2010,26.63,17.3,17.64
4/13/2010,26.64,17.66,18.18
4/14/2010,27.04,17.88,18.38
4/15/2010,26.98,18.01,18.97
4/16/2010,26.33,17.06,18.17
4/19/2010,26.32,16.98,18.39
4/20/2010,26.4,17.04,18.38
4/21/2010,26.29,16.6,17.45
4/22/2010,24.78,16.67,17.72
4/23/2010,24.55,16.44,17.64
4/26/2010,24.56,16.6,17.39
4/27/2010,23.77,16.13,16.92
4/28/2010,23.99,16.16,16.75
4/29/2010,24.24,16.65,16.97
4/30/2010,23.78,15.71,16.53
5/3/2010,23.91,15.54,16.95
5/4/2010,23.08,14.75,16.32
5/5/2010,22.66,14.5,16.49
5/6/2010,22.27,14.2,15.92
5/7/2010,21.48,13.96,15.29
5/10/2010,22.33,14.56,16.33
5/11/2010,22.38,14.4,16.41
5/12/2010,22.51,14.68,16.47
5/13/2010,22.68,14.65,16.14
5/14/2010,22.25,12.96,16.39
5/17/2010,22.51,12.99,16.27
5/18/2010,22.17,12.56,16.03
5/19/2010,21.64,12.76,15.79
5/20/2010,20.81,12.46,15.1
5/21/2010,21.42,12.73,15.48
5/24/2010,21.36,12.36,15.54
5/25/2010,21.59,12.69,15.31
5/26/2010,21.38,12.75,15.45
5/27/2010,21.91,13.5,15.69
5/28/2010,21.41,13.14,15.34
6/1/2010,20.96,12.58,15.02
6/2/2010,21.25,12.72,15.18
6/3/2010,22.18,12.7,15.43
6/4/2010,21.99,12.1,15
6/7/2010,21.55,11.5,14.94
6/8/2010,21.69,11.18,14.79
6/9/2010,21.78,10.91,14.69
6/10/2010,22.28,11.35,15.1
6/11/2010,22.65,11.61,15.29
6/14/2010,22.21,11.36,15.17
6/15/2010,22.39,11.92,15.65
6/16/2010,22.13,11.77,15.49
6/17/2010,22.1,12.22,15.6
6/18/2010,22.16,12.3,15.54
6/21/2010,21.87,12.01,15.21
6/22/2010,21.56,11.56,15.09
6/23/2010,21.34,11.69,15.23
6/24/2010,20.86,11.11,14.83
6/25/2010,20.95,11.08,14.81
6/28/2010,20.71,11.1,14.73
6/29/2010,19.69,10.48,14.04
6/30/2010,19.61,10.21,13.84
7/1/2010,19.64,10.38,14.09
7/2/2010,19.26,10.25,14.07
7/6/2010,19.35,10.14,14.13
7/7/2010,19.81,10.63,14.4
7/8/2010,19.89,10.31,14.6
7/9/2010,20.29,10.35,14.89
7/12/2010,20.22,10.54,14.94
7/13/2010,21.01,10.92,15.52
7/14/2010,21.11,11.03,15.37
7/15/2010,21.03,10.72,15.37
7/16/2010,20.09,10.05,14.9
7/19/2010,20.4,10.46,15.1
7/20/2010,20.79,10.72,15.2
7/21/2010,20.17,10.37,13.91
7/22/2010,20.94,10.54,13.88
7/23/2010,21.09,10.36,13.99
7/26/2010,21.14,10.55,14.15
7/27/2010,21.04,10.46,13.95
7/28/2010,21.04,10.13,13.87
7/29/2010,20.77,9.13,13.76
7/30/2010,20.91,9.19,13.88
8/2/2010,21.46,9.18,14
8/3/2010,20.97,8.94,13.94
8/4/2010,21.1,9.32,14.18
8/5/2010,21.07,9.44,14.16
8/6/2010,21.45,9.55,14.34
8/9/2010,21.98,9.64,14.4
8/10/2010,21.91,9.24,14.35
8/11/2010,21.25,8.88,13.87
8/12/2010,21.59,8.96,13.85
8/13/2010,21.5,9.39,13.83
8/16/2010,22.05,9.15,13.79
8/17/2010,22.35,9.27,13.94
8/18/2010,22.74,9.32,13.99
8/19/2010,23.13,9.88,13.85
8/20/2010,23.37,9.97,13.79
8/23/2010,23.27,9.82,13.65
8/24/2010,22.87,9.72,13.4
8/25/2010,23.16,9.92,13.26
8/26/2010,22.73,9.8,13.21
8/27/2010,23.18,10.12,13.43
8/30/2010,23.13,9.64,13.18
8/31/2010,23.23,9.33,13.11
9/1/2010,24.03,9.4,13.37
9/2/2010,24.06,9.57,13.51
9/3/2010,24.13,9.9,13.62
9/7/2010,23.53,9.99,13.53
9/8/2010,24.57,10.32,13.75
9/9/2010,24.3,10.18,13.65
9/10/2010,24.1,10.07,13.68
9/13/2010,24.3,10.64,13.73
9/14/2010,24.25,10.54,13.63
9/15/2010,24.19,10.56,14.27
9/16/2010,23.9,10.57,14.19
9/17/2010,24.22,10.55,13.89
9/20/2010,24.65,10.71,13.86
9/21/2010,24.74,11.29,14.18
9/22/2010,24.34,11.39,14.04
9/23/2010,24.25,11.62,14.17
9/24/2010,24.74,12.26,14.5
9/27/2010,24.77,12,14.28
9/28/2010,24.87,11.97,14.39
9/29/2010,24.99,11.88,14.34
9/30/2010,24.4,11.68,14.17
10/1/2010,24.46,11.35,14.27
10/4/2010,24.08,11.24,14.28
10/5/2010,24.59,11.32,14.61
10/6/2010,24.45,10.78,14.52
10/7/2010,24.75,10.7,14.23
10/8/2010,24.61,10.86,14.49
10/11/2010,24.29,10.81,14.41
10/12/2010,24.45,11.02,14.43
10/13/2010,24.87,11.34,15.25
10/14/2010,25.28,11.16,15.93
10/15/2010,25.68,11.29,16.25
10/18/2010,25.72,11.36,15.93
10/19/2010,25.53,11.29,15.49
10/20/2010,25.66,11.29,15.8
10/21/2010,27.2,11.09,15.97
10/22/2010,28.07,11.8,16.31
10/25/2010,27.93,11.91,16.4
10/26/2010,28.75,11.87,16.46
10/27/2010,29.28,12.04,16.42
10/28/2010,29.72,12.05,16.4
10/29/2010,29.86,12.02,16.49
11/1/2010,29.36,12.04,16.15
11/2/2010,30.07,12.29,16.19
11/3/2010,30.11,12.38,16.17
11/4/2010,30.15,12.4,16.2
11/5/2010,30.87,12.61,16.27
11/8/2010,30.84,12.66,16.44
11/9/2010,30.53,12.59,16.97
11/10/2010,30.93,12.74,16.94
11/11/2010,30.79,12.61,16.8
11/12/2010,30.14,13.26,16.55
11/15/2010,30.06,13.1,16.6
11/16/2010,29.77,12.71,16.24
11/17/2010,30.14,12.92,16.15
11/18/2010,30.57,13.32,16.99
11/19/2010,30.3,13.75,16.57
11/22/2010,30.64,13.76,16.56
11/23/2010,30.18,13.44,16.19
11/24/2010,31.21,13.77,16.41
11/26/2010,31.15,13.6,16.22
11/29/2010,30.23,13.75,16.38
11/30/2010,29.14,13.61,15.82
12/1/2010,29.26,14.21,16.15
12/2/2010,29.91,14.38,16.33
12/3/2010,29.61,14.79,16.35
12/6/2010,29.49,14.51,16.33
12/7/2010,30,14.98,16.94
12/8/2010,30.15,15.11,17.02
12/9/2010,30.35,14.86,16.95
12/10/2010,30.69,14.95,17.01
12/13/2010,30.28,14.57,16.7
12/14/2010,30.75,14.59,16.63
12/15/2010,30.19,14.27,16.45
12/16/2010,30.53,14.29,16.51
12/17/2010,29.82,14.37,16.38
12/20/2010,29.58,14.31,16.28
12/21/2010,28.65,14.87,16.6
12/22/2010,28.57,15.03,16.63
12/23/2010,28.32,14.92,16.72
12/27/2010,28.31,15,16.48
12/28/2010,28.35,14.94,16.43
12/29/2010,28.36,14.94,16.61
12/30/2010,28.13,14.99,16.76
12/31/2010,27.83,15.4,16.63
1/3/2011,28.68,NaN,16.75
1/4/2011,28.47,NaN,16.59
1/5/2011,28.73,NaN,16.91
1/6/2011,28.42,NaN,17.06
1/7/2011,27.7,NaN,16.9
1/10/2011,28.26,NaN,16.6
1/11/2011,28.36,NaN,16.58
1/12/2011,28.83,NaN,16.65
1/13/2011,28.71,NaN,16.75
1/14/2011,29.18,NaN,16.81
1/18/2011,29.45,NaN,16.5
1/19/2011,29.1,NaN,16.31
1/20/2011,30.78,NaN,16.23
1/21/2011,30.02,NaN,15.97
1/24/2011,30.51,NaN,16.09
1/25/2011,30.91,NaN,16.02
1/26/2011,31.06,NaN,15.57
1/27/2011,30.96,NaN,16.2
1/28/2011,30.31,NaN,15.83
1/31/2011,30.36,NaN,16.12
2/1/2011,31.64,NaN,16.38
2/2/2011,31.88,NaN,16.57
2/3/2011,32.05,NaN,16.69
2/4/2011,32.21,NaN,16.79
2/7/2011,32.24,NaN,16.8
2/8/2011,32.64,NaN,16.6
2/9/2011,31.95,NaN,16.43
2/10/2011,34.49,NaN,16.62
2/11/2011,34.51,NaN,16.85
2/14/2011,33.86,NaN,16.89
2/15/2011,34.46,NaN,17.2
2/16/2011,34.46,NaN,17.76
2/17/2011,34.69,NaN,17.77
2/18/2011,34.53,NaN,17.66
2/22/2011,33.65,NaN,16.91
2/23/2011,32.85,NaN,16.58
2/24/2011,33.09,NaN,16.37
2/25/2011,33.63,NaN,16.5
2/28/2011,33.51,NaN,16.4
3/1/2011,32.29,NaN,16.1
3/2/2011,32.68,NaN,16.63
3/3/2011,32.93,NaN,16.86
3/4/2011,32.01,NaN,17.08
3/7/2011,31.5,NaN,16.7
3/8/2011,31.67,NaN,16.94
3/9/2011,31.33,NaN,17.65
3/10/2011,31.08,NaN,17.06
3/11/2011,30.92,NaN,17.42
3/14/2011,30.77,NaN,17.31
3/15/2011,30.44,NaN,16.33
3/16/2011,29.73,NaN,15.91
3/17/2011,29.95,NaN,15.86
3/18/2011,30.47,NaN,16.03
3/21/2011,30.58,NaN,16.29
3/22/2011,30.22,NaN,16.36
3/23/2011,30.67,NaN,16.13
3/24/2011,31.76,NaN,16.83
3/25/2011,31.7,NaN,16.96
3/28/2011,30.34,NaN,16.58
3/29/2011,31.08,NaN,16.75
3/30/2011,31.63,NaN,16.74
3/31/2011,31.04,NaN,16.68
4/1/2011,31.36,NaN,16.84
4/4/2011,31.39,NaN,16.87
4/5/2011,31.84,NaN,17.11
4/6/2011,31.85,NaN,17.05
4/7/2011,31.53,NaN,17
4/8/2011,31.14,NaN,16.77
4/11/2011,31.19,NaN,16.59
4/12/2011,30.7,NaN,16.36
4/13/2011,30.67,NaN,16.64
4/14/2011,30.85,NaN,16.69
4/15/2011,31.61,NaN,16.62
4/18/2011,31.15,NaN,16.35
4/19/2011,31.15,NaN,16.12
4/20/2011,31.76,NaN,16.87
4/21/2011,31.95,NaN,16.85
4/25/2011,32.96,NaN,17.11
4/26/2011,33.08,NaN,17.28
4/27/2011,34.03,NaN,17.26
4/28/2011,34,NaN,17.51
4/29/2011,34.39,NaN,17.7
5/2/2011,33.64,NaN,NaN
5/3/2011,33.54,NaN,NaN
5/4/2011,33.01,NaN,NaN
5/5/2011,32.68,NaN,NaN
5/6/2011,32.72,NaN,NaN
5/9/2011,33.12,NaN,NaN
5/10/2011,33.93,NaN,NaN
5/11/2011,33.31,NaN,NaN
5/12/2011,33.58,NaN,NaN
5/13/2011,33.57,NaN,NaN
5/16/2011,32.37,NaN,NaN
5/17/2011,32.65,NaN,NaN
5/18/2011,32.88,NaN,NaN
5/19/2011,32.9,NaN,NaN
5/20/2011,32.48,NaN,NaN
5/23/2011,31.63,NaN,NaN
5/24/2011,30.82,NaN,NaN
5/25/2011,30.7,NaN,NaN
5/26/2011,30.66,NaN,NaN
5/27/2011,30.68,NaN,NaN
5/31/2011,31.17,NaN,NaN
6/1/2011,30.64,NaN,NaN
6/2/2011,31.28,NaN,NaN
6/3/2011,30.3,NaN,NaN
6/6/2011,29.56,NaN,NaN
6/7/2011,29.92,NaN,NaN
6/8/2011,30.57,NaN,NaN
6/9/2011,30.66,NaN,NaN
6/10/2011,29.96,NaN,NaN
6/13/2011,29.86,NaN,NaN
6/14/2011,29.76,NaN,NaN
6/15/2011,28.66,NaN,NaN
6/16/2011,28.47,NaN,NaN
6/17/2011,28.83,NaN,NaN
6/20/2011,28.82,NaN,NaN
6/21/2011,29.78,NaN,NaN
6/22/2011,29.35,NaN,NaN
6/23/2011,29.25,NaN,NaN
6/24/2011,28.35,NaN,NaN
6/27/2011,28.71,NaN,NaN
6/28/2011,28.96,NaN,NaN
6/29/2011,30.86,NaN,NaN
6/30/2011,32.27,NaN,NaN
7/1/2011,32.74,NaN,NaN
7/5/2011,32.64,NaN,NaN
7/6/2011,32.92,NaN,NaN
7/7/2011,33.33,NaN,NaN
7/8/2011,33.42,NaN,NaN
7/11/2011,32.91,NaN,NaN
7/12/2011,32.26,NaN,NaN
7/13/2011,32.38,NaN,NaN
7/14/2011,32.19,NaN,NaN
7/15/2011,32.81,NaN,NaN
7/18/2011,32.7,NaN,NaN
7/19/2011,33.76,NaN,NaN
7/20/2011,33.17,NaN,NaN
7/21/2011,33.44,NaN,NaN
7/22/2011,33.5,NaN,NaN
7/25/2011,33.8,NaN,NaN
7/26/2011,34.42,NaN,NaN
7/27/2011,33.36,NaN,NaN
7/28/2011,33.35,NaN,NaN
7/29/2011,32.75,NaN,NaN
8/1/2011,33.02,NaN,NaN
8/2/2011,31.75,NaN,NaN
8/3/2011,32.25,NaN,NaN
8/4/2011,30.04,NaN,NaN
8/5/2011,29.3,NaN,NaN
8/8/2011,26.95,NaN,NaN
8/9/2011,30.16,NaN,NaN
8/10/2011,29.15,NaN,NaN
8/11/2011,30.2,NaN,NaN
8/12/2011,30.53,NaN,NaN
8/15/2011,30.89,NaN,NaN
8/16/2011,30.36,NaN,NaN
8/17/2011,30.25,NaN,NaN
8/18/2011,27.94,NaN,NaN
8/19/2011,27.16,NaN,NaN
8/22/2011,27.36,NaN,NaN
8/23/2011,28.92,NaN,NaN
8/24/2011,29.05,NaN,NaN
8/25/2011,28.33,NaN,NaN
8/26/2011,29.46,NaN,NaN
8/29/2011,30.49,NaN,NaN
8/30/2011,30.95,NaN,NaN
8/31/2011,30.87,NaN,NaN
9/1/2011,30.39,NaN,NaN
9/2/2011,29.41,NaN,NaN
9/6/2011,29.27,NaN,NaN
9/7/2011,29.75,NaN,NaN
9/8/2011,30.51,NaN,NaN
9/9/2011,28.46,NaN,NaN
9/12/2011,29.42,NaN,NaN
9/13/2011,29.4,NaN,NaN
9/14/2011,30.14,NaN,NaN
9/15/2011,32.04,NaN,NaN
9/16/2011,33.69,NaN,NaN
9/19/2011,33.1,NaN,NaN
9/20/2011,32.73,NaN,NaN
9/21/2011,32.24,NaN,NaN
9/22/2011,31.67,NaN,NaN
9/23/2011,32.08,NaN,NaN
9/26/2011,32.55,NaN,NaN
9/27/2011,32.52,NaN,NaN
9/28/2011,31.64,NaN,NaN
9/29/2011,30.67,NaN,NaN
9/30/2011,29.49,NaN,NaN
10/3/2011,28.11,NaN,NaN
10/4/2011,29.35,NaN,NaN
10/5/2011,30.53,NaN,NaN
10/6/2011,31.44,NaN,NaN
10/7/2011,31.07,NaN,NaN
10/10/2011,32.3,NaN,NaN
10/11/2011,32.83,NaN,NaN
10/12/2011,32.75,NaN,NaN
10/13/2011,32.74,NaN,NaN
10/14/2011,33.69,NaN,NaN
10/17/2011,33.22,NaN,NaN
10/18/2011,33.87,NaN,NaN
10/19/2011,33.18,NaN,NaN
10/20/2011,32.15,NaN,NaN
10/21/2011,32.12,NaN,NaN
10/24/2011,32.37,NaN,NaN
10/25/2011,31.67,NaN,NaN
10/26/2011,31.08,NaN,NaN
10/27/2011,32.29,NaN,NaN
10/28/2011,33.25,NaN,NaN
10/31/2011,31.83,NaN,NaN
11/1/2011,30.89,NaN,NaN
11/2/2011,31.78,NaN,NaN
11/3/2011,33.05,NaN,NaN
11/4/2011,32.71,NaN,NaN
11/7/2011,32.47,NaN,NaN
11/8/2011,32.92,NaN,NaN
11/9/2011,31.18,NaN,NaN
11/10/2011,30.75,NaN,NaN
11/11/2011,31.76,NaN,NaN
11/14/2011,31.41,NaN,NaN
11/15/2011,31.45,NaN,NaN
11/16/2011,30.54,NaN,NaN
11/17/2011,29.65,NaN,NaN
11/18/2011,29.81,NaN,NaN
11/21/2011,28.75,NaN,NaN
11/22/2011,29.04,NaN,NaN
11/23/2011,28.55,NaN,NaN
11/25/2011,28.23,NaN,NaN
11/28/2011,29.66,NaN,NaN
11/29/2011,28.75,NaN,NaN
11/30/2011,29.59,NaN,NaN
12/1/2011,29.68,NaN,NaN
12/2/2011,29.6,NaN,NaN
12/5/2011,30.7,NaN,NaN
12/6/2011,30.9,NaN,NaN
12/7/2011,30.94,NaN,NaN
12/8/2011,31.03,NaN,NaN
12/9/2011,31.64,NaN,NaN
12/12/2011,31.13,NaN,NaN
12/13/2011,30.84,NaN,NaN
12/14/2011,30.27,NaN,NaN
12/15/2011,29.6,NaN,NaN
12/16/2011,30.4,NaN,NaN
12/19/2011,29.77,NaN,NaN
12/20/2011,30.63,NaN,NaN
12/21/2011,30.34,NaN,NaN
12/22/2011,30.61,NaN,NaN
12/23/2011,30.84,NaN,NaN
12/27/2011,30.92,NaN,NaN
12/28/2011,30.41,NaN,NaN
12/29/2011,30.36,NaN,NaN
12/30/2011,30.33,NaN,NaN
1/3/2012,31.34,NaN,NaN
1/4/2012,30.16,NaN,NaN
1/5/2012,30.71,NaN,NaN
1/6/2012,30.63,NaN,NaN
1/9/2012,30.51,NaN,NaN
1/10/2012,31.2,NaN,NaN
1/11/2012,31.52,NaN,NaN
1/12/2012,31.58,NaN,NaN
1/13/2012,30.62,NaN,NaN
1/17/2012,30.53,NaN,NaN
1/18/2012,30.34,NaN,NaN
1/19/2012,31.51,NaN,NaN
1/20/2012,31.93,NaN,NaN
1/23/2012,31.99,NaN,NaN
1/24/2012,31.95,NaN,NaN
1/25/2012,31.94,NaN,NaN
1/26/2012,31.71,NaN,NaN
1/27/2012,31.85,NaN,NaN
1/30/2012,31.58,NaN,NaN
1/31/2012,31.6,NaN,NaN
2/1/2012,32.2,NaN,NaN
2/2/2012,32.7,NaN,NaN
2/3/2012,32.95,NaN,NaN
2/6/2012,32.64,NaN,NaN
2/7/2012,32.87,NaN,NaN
2/8/2012,33.05,NaN,NaN
2/9/2012,33.26,NaN,NaN
2/10/2012,33.03,NaN,NaN
2/13/2012,33.16,NaN,NaN
2/14/2012,32.96,NaN,NaN
2/15/2012,33.31,NaN,NaN
2/16/2012,34.51,NaN,NaN
2/17/2012,35.06,NaN,NaN
2/21/2012,35.14,NaN,NaN
2/22/2012,34.67,NaN,NaN
2/23/2012,36.02,NaN,NaN
2/24/2012,36.36,NaN,NaN
2/27/2012,36.56,NaN,NaN
2/28/2012,36.62,NaN,NaN
2/29/2012,35.74,NaN,NaN
3/1/2012,36.37,NaN,NaN
3/2/2012,36.25,NaN,NaN
3/5/2012,35.72,NaN,NaN
3/6/2012,35.11,NaN,NaN
3/7/2012,35.59,NaN,NaN
3/8/2012,35.78,NaN,NaN
3/9/2012,36.25,NaN,NaN
3/12/2012,36.18,NaN,NaN
3/13/2012,37.33,NaN,NaN
3/14/2012,37.62,NaN,NaN
3/15/2012,36.83,NaN,NaN
3/16/2012,37.69,NaN,NaN
3/19/2012,37.79,NaN,NaN
3/20/2012,37.39,NaN,NaN
3/21/2012,37.42,NaN,NaN
3/22/2012,37.62,NaN,NaN
3/23/2012,37.09,NaN,NaN
3/26/2012,38.08,NaN,NaN
3/27/2012,37.87,NaN,NaN
3/28/2012,37.24,NaN,NaN
3/29/2012,36.99,NaN,NaN
3/30/2012,36.9,NaN,NaN
4/2/2012,36.59,NaN,15.46
4/3/2012,36.63,NaN,15.18
4/4/2012,35.73,NaN,15.27
4/5/2012,35.62,NaN,15.07
4/9/2012,36.3,NaN,15.1
4/10/2012,35.47,NaN,14.99
4/11/2012,35.76,NaN,14.88
4/12/2012,36.46,NaN,15.06
4/13/2012,36.12,NaN,14.87
4/16/2012,35.5,NaN,14.79
4/17/2012,36.08,NaN,15.01
4/18/2012,35.87,NaN,15.49
4/19/2012,40.62,NaN,15.4
4/20/2012,40.29,NaN,15.6
4/23/2012,39.65,NaN,15.33
4/24/2012,39.3,NaN,15.43
4/25/2012,39.86,NaN,15.5
4/26/2012,41.05,NaN,15.53
4/27/2012,41.23,NaN,15.57
4/30/2012,41.02,NaN,15.54
5/1/2012,40.75,NaN,15.63
5/2/2012,41.16,NaN,15.67
5/3/2012,40.38,NaN,15.4
5/4/2012,39.44,NaN,15.15
5/7/2012,40.07,NaN,15.35
5/8/2012,40.19,NaN,15.36
5/9/2012,40.56,NaN,15.3
5/10/2012,41.21,NaN,15.44
5/11/2012,40.74,NaN,15.19
5/14/2012,40.25,NaN,15.5
5/15/2012,40.05,NaN,15.4
5/16/2012,39.86,NaN,15.28
5/17/2012,39.03,NaN,14.87
5/18/2012,38.36,NaN,15.42
5/21/2012,39.51,NaN,15.58
5/22/2012,39.22,NaN,15.29
5/23/2012,39.68,NaN,15.38
5/24/2012,39.66,NaN,15.35
5/25/2012,40.35,NaN,15.36
