date,EBAY,NVDA,YHOO
10/8/2014,54.51,18.26,41.08
10/9/2014,52.86,17.91,41.1
10/10/2014,51.86,16.85,39.6
10/13/2014,50.46,16.79,38.38
10/14/2014,50.59,17.18,37.97
10/15/2014,50.24,17.44,37.82
10/16/2014,47.88,17.45,38.12
10/17/2014,47.95,17.42,38.45
10/20/2014,49.2,17.57,39.28
10/21/2014,50.86,18.32,40.18
10/22/2014,50.13,17.89,42
10/23/2014,50.79,18.29,42.6
10/24/2014,51.12,18.48,43.5
10/27/2014,51.19,18.49,44.7
10/28/2014,51.2,18.93,45.87
10/29/2014,51.33,18.81,45.43
10/30/2014,51.55,18.69,45.63
10/31/2014,52.5,19.54,46.05
11/3/2014,52.7,19.87,46.34
11/4/2014,53.27,20.13,47.08
11/5/2014,53.59,20.13,47.46
11/6/2014,53.26,20.22,47.93
11/7/2014,53.52,19.79,48.55
11/10/2014,53.89,20.02,49.41
11/11/2014,54.19,19.78,49.05
11/12/2014,54.06,19.65,50.6
11/13/2014,54.37,19.55,50.5
11/14/2014,54.36,19.79,51.75
11/17/2014,54.83,19.7,52.37
11/18/2014,55.38,20.17,51.75
11/19/2014,54.94,20.01,50.58
11/20/2014,54.54,20.34,51.25
11/21/2014,54.42,20.45,51.04
11/24/2014,54.39,20.58,51.83
11/25/2014,54.4,20.57,51.72
11/26/2014,54.57,20.92,51.93
11/28/2014,54.88,20.97,51.74
12/1/2014,54.87,20.58,50.1
12/2/2014,55.02,20.61,50.67
12/3/2014,54.81,21.14,50.28
12/4/2014,54.67,20.95,50.41
12/5/2014,54.81,21.07,50.99
12/8/2014,55.15,20.8,49.62
12/9/2014,55.4,20.73,50.51
12/10/2014,55.27,20.27,49.21
12/11/2014,56.79,20.26,49.94
12/12/2014,55.77,19.63,50.24
12/15/2014,55.44,19.57,49.82
12/16/2014,55.94,19.35,48.85
12/17/2014,56.41,20.14,50.12
12/18/2014,57.53,20.22,50.91
12/19/2014,57.14,20.42,50.88
12/22/2014,57.33,20.78,51.15
12/23/2014,57.23,20.65,50.02
12/24/2014,57.1,20.57,50.65
12/26/2014,57.04,20.59,50.86
12/29/2014,57.03,20.56,50.53
12/30/2014,57.22,20.37,51.22
12/31/2014,56.12,20.05,50.51
1/2/2015,56.21,20.13,50.17
1/5/2015,55.74,19.79,49.13
1/6/2015,55.02,19.19,49.21
1/7/2015,54.93,19.14,48.59
1/8/2015,56.41,19.86,50.23
1/9/2015,55.63,19.94,49.72
1/12/2015,55.2,19.69,48.8
1/13/2015,55.13,19.66,48.3
1/14/2015,54.03,19.74,47.51
1/15/2015,53.02,19.6,46.23
1/16/2015,53.66,19.96,46.47
1/20/2015,53.68,20.02,47.63
1/21/2015,53.38,20.3,48.18
1/22/2015,57.15,20.65,48.89
1/23/2015,56.76,20.71,48.95
1/26/2015,56.06,20.62,49.44
1/27/2015,54.69,19.63,47.99
1/28/2015,53.84,19.31,46.46
1/29/2015,53.96,19.78,43.73
1/30/2015,53,19.2,43.99
2/2/2015,53.71,19.62,44.69
2/3/2015,54.25,20.11,44.7
2/4/2015,53.71,20.16,44.05
2/5/2015,54.29,20.49,43.55
2/6/2015,54.5,20.4,42.94
2/9/2015,54.33,20.38,42.57
2/10/2015,55.27,20.95,43.07
2/11/2015,55.14,20.81,42.96
2/12/2015,54.74,22.3,43.93
2/13/2015,56.47,22.31,44.42
2/17/2015,56.42,22.38,43.53
2/18/2015,56.9,22.12,43.65
2/19/2015,57.65,22.18,44.37
2/20/2015,58.02,22.34,44.11
2/23/2015,58.07,22.16,43.53
2/24/2015,58.4,22.31,43.38
2/25/2015,58.35,22.14,44.43
2/26/2015,58.54,22.2,44.45
2/27/2015,57.91,22.06,44.28
3/2/2015,58.38,22.6,44.11
3/3/2015,58.26,22.18,42.62
3/4/2015,58.31,22.43,43.99
3/5/2015,59.08,22.86,44.16
3/6/2015,59.87,22.55,43.44
3/9/2015,60.81,22.61,42.98
3/10/2015,59.21,23,42.68
3/11/2015,59.68,22.88,42.5
3/12/2015,59.41,22.67,42.95
3/13/2015,59.07,22.7,42.87
3/16/2015,59.57,22.97,43.51
3/17/2015,59.49,23.25,43.79
3/18/2015,58.43,22.87,44.67
3/19/2015,57.88,23.22,44.98
3/20/2015,57.93,23.47,45.04
3/23/2015,58.62,22.71,44.72
3/24/2015,59.51,22.4,44.42
3/25/2015,58.06,21.04,44.2
3/26/2015,57.52,20.97,44.47
3/27/2015,57.63,21.38,45.1
3/30/2015,57.93,21.47,44.95
3/31/2015,57.68,20.93,44.44
4/1/2015,57.13,21.01,44.13
4/2/2015,56.91,21.06,44.15
4/6/2015,56.82,21.67,43.67
4/7/2015,57.08,21.86,43.61
4/8/2015,57.11,22.02,45.17
4/9/2015,57.01,22.53,45.63
4/10/2015,57.34,22.76,45.18
4/13/2015,56.94,22.55,44.77
4/14/2015,56.95,22.36,45.53
4/15/2015,57.02,22.63,45.73
4/16/2015,57.04,22.49,45.78
4/17/2015,55.79,22.2,44.45
4/20/2015,56.07,22.09,44.66
4/21/2015,56.42,22.06,44.49
4/22/2015,56.75,22.31,43.98
4/23/2015,58.89,22.22,43.7
4/24/2015,59.2,22.03,44.52
4/27/2015,59.09,22.2,44.36
4/28/2015,59.48,22.31,44.34
4/29/2015,58.88,22.14,43.28
4/30/2015,58.26,22.2,42.57
5/1/2015,59.3,22.75,42.51
5/4/2015,59.11,22.61,42.04
5/5/2015,57.94,22.03,41.3
5/6/2015,57.49,22.1,41.66
5/7/2015,57.96,22.49,43.87
5/8/2015,58.82,20.83,44.09
5/11/2015,58.34,20.63,43.6
5/12/2015,58.3,20.83,43.84
5/13/2015,58.81,20.95,44.4
5/14/2015,60.1,21.29,44.95
5/15/2015,59.41,21.3,44.75
5/18/2015,59.46,21.27,44.36
5/19/2015,59.25,21.04,40.98
5/20/2015,59.15,21.04,42.79
5/21/2015,59.74,20.89,43.68
5/22/2015,59.72,20.86,43.49
5/26/2015,58.73,20.73,42.85
5/27/2015,59.38,21.84,43.38
5/28/2015,60.56,22.14,43.07
5/29/2015,61.36,22.13,42.94
6/1/2015,62.56,22.38,43.35
6/2/2015,62,21.94,43.15
6/3/2015,62.01,21.7,43.21
6/4/2015,62.49,22.09,42.88
6/5/2015,63.23,22.26,42.81
6/8/2015,60.85,21.75,42.01
6/9/2015,60.41,21.86,41.63
6/10/2015,60.47,21.47,42.06
6/11/2015,60.45,21.7,40.94
6/12/2015,60.02,21.11,40.53
6/15/2015,60,21.07,40.47
6/16/2015,60.52,21.33,40.64
6/17/2015,60.55,21.58,40.96
6/18/2015,60.69,21.94,40.91
6/19/2015,61.17,21.87,40.51
6/22/2015,61.75,21.78,40.73
6/23/2015,61.93,21.22,40.65
6/24/2015,61.61,21.01,40.94
6/25/2015,61.6,21.17,41.07
6/26/2015,61.04,20.74,40.06
6/29/2015,59.37,20.12,38.91
6/30/2015,60.24,20.11,39.29
7/1/2015,60.43,20.4,39.33
7/2/2015,61.85,20.42,39.38
7/6/2015,61.76,20.17,38.61
7/7/2015,61.98,19.79,38.23
7/8/2015,60.99,19.65,37.23
7/9/2015,61.77,19.41,37.61
7/10/2015,62.37,19.75,37.92
7/13/2015,63.47,19.88,38.76
7/14/2015,63.59,19.89,38.63
7/15/2015,63.44,19.75,38.38
7/16/2015,65.59,20.19,38.91
7/17/2015,66.29,20.07,39.68
7/20/2015,28.57,19.7,39.54
7/21/2015,28.6,19.79,39.73
7/22/2015,28.45,19.41,39.24
7/23/2015,28.43,19.65,39.21
7/24/2015,28.23,19.42,38.85
7/27/2015,28,19.31,37.84
7/28/2015,28.33,19.73,37.72
7/29/2015,28.75,19.97,37.67
7/30/2015,28.37,20.02,37.42
7/31/2015,28.12,19.95,36.67
8/3/2015,28.33,20.29,36.69
8/4/2015,28.41,20.37,37.12
8/5/2015,28.56,20.58,37.25
8/6/2015,28.16,20.45,36.46
8/7/2015,28.55,22.98,36.67
8/10/2015,28.66,23.78,37.15
8/11/2015,28.14,23.66,36.03
8/12/2015,28.01,23.72,34.49
8/13/2015,27.99,23.52,35.93
8/14/2015,28.26,23.54,36.24
8/17/2015,28.29,23.39,36.1
8/18/2015,27.77,23.08,35.69
8/19/2015,27.43,22.99,35.19
8/20/2015,26.52,22.16,34.1
8/21/2015,25.77,21.47,32.93
8/24/2015,24.93,20.71,31.31
8/25/2015,25.23,20.28,31.74
8/26/2015,26.17,21.81,32.52
8/27/2015,27.1,22.63,33.69
8/28/2015,27.25,22.73,33.14
8/31/2015,27.11,22.48,32.24
9/1/2015,26.48,21.56,31.6
9/2/2015,26.87,22.21,31.77
9/3/2015,27.04,22.27,32.54
9/4/2015,26.48,21.75,31.58
9/8/2015,26.36,22.68,30.9
9/9/2015,26.2,22.23,31.52
9/10/2015,26.15,22.58,31.15
9/11/2015,26.32,22.65,31.43
9/14/2015,25.75,22.69,30.32
9/15/2015,25.98,22.94,31.04
9/16/2015,26.74,23.1,31.4
9/17/2015,26.27,23.31,30.93
9/18/2015,26.02,23.29,30.74
9/21/2015,25.92,23.53,31.17
9/22/2015,25.61,22.89,30.4
9/23/2015,25.59,23,29.74
9/24/2015,25.61,23.44,29.34
9/25/2015,25.33,23.61,29.13
9/28/2015,24.14,23.3,27.6
9/29/2015,24.08,23.71,28.26
9/30/2015,24.44,24.65,28.91
10/1/2015,24.91,24.17,28.91
10/2/2015,25.53,24.8,30.71
10/5/2015,25.74,25.42,30.85
10/6/2015,25.68,25.75,30.96
10/7/2015,25.68,26.02,31.87
10/8/2015,24.15,26.17,32.37
10/9/2015,24.3,26.07,32.52
10/12/2015,24.56,26.35,32.86
10/13/2015,24.62,26.4,32.34
10/14/2015,24,27.36,32.09
10/15/2015,24.51,27.43,33.48
10/16/2015,24.55,27.86,33.37
10/19/2015,24.56,27.81,33.5
10/20/2015,24.42,27.77,32.83
10/21/2015,24.21,27.41,31.12
10/22/2015,27.58,28.4,31.67
10/23/2015,28.16,28.59,33.17
10/26/2015,28.17,28.46,33.4
10/27/2015,28.37,28.44,34.3
10/28/2015,28.25,28.67,35.19
10/29/2015,28.18,27.68,35.05
10/30/2015,27.9,28.37,35.62
11/2/2015,28.5,28.7,35.27
11/3/2015,28.9,28.5,34.72
11/4/2015,29.3,28.03,35.07
11/5/2015,29.3,27.71,35.12
11/6/2015,29.4,31.55,34.2
11/9/2015,29.18,31.41,33.68
11/10/2015,29.14,30.81,33.99
11/11/2015,28.95,30.51,33.38
11/12/2015,28.56,30.4,33.23
11/13/2015,28.19,29.8,32.19
11/16/2015,28.48,30.4,32.95
11/17/2015,28.45,30.4,32.86
11/18/2015,28.75,31.03,32.98
11/19/2015,28.77,31.12,32.63
11/20/2015,29.06,31.39,33.11
11/23/2015,28.84,30.92,33.36
11/24/2015,29,31.17,32.96
11/25/2015,29,31.13,33.16
11/27/2015,29.1,31.39,32.94
11/30/2015,29.59,31.72,33.81
12/1/2015,29.05,32.75,33.71
12/2/2015,28.97,32.5,35.65
12/3/2015,28.59,32.43,34.34
12/4/2015,29.35,33.75,34.91
12/7/2015,29.05,33.11,34.68
12/8/2015,28.79,33.56,34.85
12/9/2015,28.34,32.71,34.4
12/10/2015,28.57,32.98,34.63
12/11/2015,27.97,32.49,32.91
12/14/2015,28.04,32.57,32.59
12/15/2015,28.31,32.97,33.03
12/16/2015,28.57,33.17,33.78
12/17/2015,28.05,32.67,33.23
12/18/2015,27.46,32.14,32.95
12/21/2015,27.59,32.9,32.97
12/22/2015,27.89,32.93,34.19
12/23/2015,27.78,33.06,34.45
12/24/2015,27.66,33.17,34.11
12/28/2015,27.64,33.14,33.6
12/29/2015,27.91,33.68,34.04
12/30/2015,27.75,33.39,33.37
12/31/2015,27.48,32.96,33.26
1/4/2016,26.43,32.37,31.4
1/5/2016,26.12,32.89,32.2
1/6/2016,26.41,31.53,32.16
1/7/2016,25.69,30.28,30.16
1/8/2016,25.75,29.63,30.63
1/11/2016,26.1,29.68,30.17
1/12/2016,26.21,30.18,30.69
1/13/2016,25.41,29.26,29.44
1/14/2016,25.86,28.67,30.32
1/15/2016,25.26,27.11,29.14
1/19/2016,25.77,27.33,29.74
1/20/2016,25.82,27.48,28.78
1/21/2016,26.09,27.8,29.31
1/22/2016,26.43,28.45,29.75
1/25/2016,26.14,28.42,29.78
1/26/2016,26.65,28.7,29.98
1/27/2016,26.42,28.36,29.69
1/28/2016,23.13,28.05,28.75
1/29/2016,23.46,29.29,29.51
2/1/2016,23.94,29.3,29.57
2/2/2016,23.29,28.06,29.06
2/3/2016,23.5,28.2,27.68
2/4/2016,23.49,28.21,29.15
2/5/2016,23.2,26.43,27.97
2/8/2016,22.48,25.22,27.05
2/9/2016,22.01,25.49,26.82
2/10/2016,22.32,25.43,27.1
2/11/2016,22.08,25.3,26.76
2/12/2016,22.49,25.73,27.04
2/16/2016,22.95,26.99,29.28
2/17/2016,23.22,27.66,29.37
2/18/2016,23.53,30.04,29.42
2/19/2016,23.81,30.44,30.04
2/22/2016,24.24,31.52,31.17
2/23/2016,23.62,31.6,30.67
2/24/2016,23.96,31.82,30.95
2/25/2016,24.18,31.89,31.36
2/26/2016,24.18,31.68,31.37
2/29/2016,23.8,31.36,31.79
3/1/2016,24.25,32.75,32.8
3/2/2016,23.72,32.94,32.91
3/3/2016,23.94,32.65,32.88
3/4/2016,24.41,32.55,33.86
3/7/2016,24.26,32.34,33.96
3/8/2016,24.07,31.75,32.93
3/9/2016,23.95,31.73,33.51
3/10/2016,23.69,31.68,32.82
3/11/2016,24.02,32.22,33.81
3/14/2016,24.28,32.3,33.58
3/15/2016,23.58,32.14,33.26
3/16/2016,23.68,33.1,34.01
3/17/2016,23.76,32.82,34.28
3/18/2016,23.77,33.81,35.17
3/21/2016,24.34,33.91,35.47
3/22/2016,24.13,33.85,35.41
3/23/2016,24.17,34.43,34.8
3/24/2016,24.33,34.48,34.86
3/28/2016,24.12,34.83,35.23
3/29/2016,24.1,35.39,36.32
3/30/2016,24.04,35.76,36.56
3/31/2016,23.86,35.63,36.81
4/1/2016,23.88,36.15,36.48
4/4/2016,24.03,35.8,37.02
4/5/2016,24.39,35.75,36.41
4/6/2016,25.43,35.8,36.66
4/7/2016,24.1,35.43,36.17
4/8/2016,24.07,35.66,36.07
4/11/2016,24.06,35.88,36.48
4/12/2016,24.42,35.84,36.66
4/13/2016,25.08,36.74,37.31
4/14/2016,25.21,36.84,37.17
4/15/2016,25.22,37.13,36.51
4/18/2016,25.31,36.97,36.52
4/19/2016,24.3,36.31,36.33
4/20/2016,24.66,36.45,37.84
4/21/2016,24.69,36.41,37.67
4/22/2016,24.4,36.27,37.48
4/25/2016,24.22,36.45,37.23
4/26/2016,24.49,36.48,37.11
4/27/2016,25.27,37.31,36.95
4/28/2016,24.62,36.2,36.59
4/29/2016,24.43,35.53,36.6
5/2/2016,24.26,36,36.53
5/3/2016,23.98,35.57,36.01
5/4/2016,23.8,34.76,36
5/5/2016,23.81,34.97,36.94
5/6/2016,23.82,35.33,37.23
5/9/2016,24.02,35.28,37.18
5/10/2016,24.16,35.96,37.44
5/11/2016,23.74,36.06,37.37
5/12/2016,23.58,35.57,37.03
5/13/2016,23.78,40.98,36.48
5/16/2016,23.8,42.19,37.48
5/17/2016,23.27,42.28,37.27
5/18/2016,23.69,43.36,37.24
5/19/2016,23.42,43.55,37.02
5/20/2016,23.65,44.33,36.5
5/23/2016,23.46,44.4,36.66
5/24/2016,24.05,45.36,37.53
5/25/2016,24.04,45.17,35.59
5/26/2016,24.12,45.65,36.76
5/27/2016,24.36,45.9,37.82
5/31/2016,24.46,46.72,37.94
6/1/2016,24.07,46.81,36.65
6/2/2016,24.25,47.14,37.15
6/3/2016,23.98,46.48,36.6
6/6/2016,23.99,46.24,37.07
6/7/2016,24.28,46.33,36.73
6/8/2016,24.23,46.18,36.97
6/9/2016,24.33,47.38,37.35
6/10/2016,24.07,46.2,36.83
6/13/2016,23.89,46.79,36.47
6/14/2016,23.88,46.88,37.4
6/15/2016,23.96,47.36,37.32
6/16/2016,23.85,47.55,37.39
6/17/2016,23.79,46.72,36.94
6/20/2016,24.57,47.56,37.29
6/21/2016,24.7,47.27,37.4
6/22/2016,24.34,47.23,37.36
6/23/2016,24.85,48.49,37.78
6/24/2016,23.13,45.73,36.24
6/27/2016,22.72,45.24,35.22
6/28/2016,22.99,45.9,36.04
6/29/2016,23.31,46.65,36.86
6/30/2016,23.41,47.01,37.56
7/1/2016,23.78,46.66,37.99
7/5/2016,23.76,47.35,37.5
7/6/2016,23.83,47.65,37.51
7/7/2016,23.93,48.89,37.52
7/8/2016,24.61,50.85,37.74
7/11/2016,24.86,52.02,37.96
7/12/2016,25.13,52.8,37.89
7/13/2016,25.12,52.78,37.64
7/14/2016,26.08,53.32,37.96
7/15/2016,26.34,52.7,37.72
7/18/2016,26.49,52.97,37.95
7/19/2016,26.5,53.52,38.17
7/20/2016,26.99,54.22,38.9
7/21/2016,29.93,53.22,38.85
7/22/2016,30.49,54.67,39.38
7/25/2016,30.68,55.68,38.32
7/26/2016,31.4,56.63,38.76
7/27/2016,31.31,56.06,38.66
7/28/2016,31.17,56.18,38.52
7/29/2016,31.16,57.1,38.19
8/1/2016,31.25,56.73,38.8
8/2/2016,30.79,56.04,38.57
8/3/2016,30.95,56.19,38.39
8/4/2016,31.06,57.23,38.92
8/5/2016,31.39,58.2,38.99
8/8/2016,31.15,58.74,39.24
8/9/2016,31.11,58.89,39.24
8/10/2016,31.12,58.51,39.93
8/11/2016,31.2,59.7,41.27
8/12/2016,30.89,63.04,42.94
8/15/2016,31.05,62.98,42.67
8/16/2016,30.83,62.6,42.49
8/17/2016,30.61,61.15,42.7
8/18/2016,30.52,62.1,42.9
8/19/2016,30.63,62.26,43.02
8/22/2016,30.62,62.52,42.52
8/23/2016,30.67,62.91,42.6
8/24/2016,31.25,61.94,41.91
8/25/2016,31.34,61.53,42.03
8/26/2016,31.31,62.03,42.27
8/29/2016,31.4,61.99,42.26
8/30/2016,31.77,61.63,42.58
8/31/2016,32.16,61.34,42.75
9/1/2016,32.13,63.15,42.93
9/2/2016,32.28,62.53,43.28
9/6/2016,32.41,63.12,44.71
9/7/2016,32.51,62.19,44.35
9/8/2016,32.7,62.64,44.36
9/9/2016,31.89,59.52,42.92
9/12/2016,32.49,60.75,43.46
9/13/2016,31.91,59.87,43.04
9/14/2016,31.8,60.4,43.46
9/15/2016,31.98,62.69,43.99
9/16/2016,31.77,62.84,43.67
9/19/2016,31.57,63.67,43.19
9/20/2016,31.36,63.09,42.79
9/21/2016,31.97,64.86,44.14
9/22/2016,32.28,65.02,44.15
9/23/2016,32.07,64.95,42.8
9/26/2016,31.67,64.34,42.29
9/27/2016,31.94,66.54,43.37
9/28/2016,31.85,66.78,43.69
9/29/2016,32.3,67.4,42.57
9/30/2016,32.9,68.52,43.1
10/3/2016,32.55,68.45,43.13
10/4/2016,32.56,68.3,43.18
10/5/2016,32.15,68.23,43.71
10/6/2016,32.13,67.34,43.68
10/7/2016,31.62,66.85,43.22
10/10/2016,31.95,67.1,43.92
10/11/2016,31.46,66.13,42.68
10/12/2016,31.5,66.43,42.36
10/13/2016,31.51,65.35,41.62
10/14/2016,31.89,65.99,41.44
10/17/2016,31.81,65.61,41.79
10/18/2016,31.64,66.61,41.68
10/19/2016,32.52,66.47,42.73
10/20/2016,29.02,67.73,42.38
10/21/2016,29.06,67.54,42.17
10/24/2016,29.22,70.71,42.59
10/25/2016,29.05,71.87,42.55
10/26/2016,28.82,72.16,42.08
10/27/2016,28.81,70.68,41.87
10/28/2016,28.6,70.56,41.78
10/31/2016,28.51,71.16,41.55
11/1/2016,28.38,69.05,41.33
11/2/2016,28.26,68.76,40.68
11/3/2016,28.06,67.96,40.23
11/4/2016,27.95,67.57,40.28
11/7/2016,28.24,71.27,41.05
11/8/2016,28.03,71.16,41.16
11/9/2016,28.29,69.96,41.21
11/10/2016,28.16,67.77,40.16
11/11/2016,28.64,87.97,40.42
11/14/2016,27.89,83.64,39.3
11/15/2016,28.49,86.19,40.21
11/16/2016,28.33,91.63,40.98
11/17/2016,28.87,92.39,41.45
11/18/2016,28.69,93.36,41.19
11/21/2016,29,92.98,41.11
11/22/2016,29.06,93.65,41.01
11/23/2016,28.9,93.97,40.96
11/25/2016,28.95,94.16,40.87
11/28/2016,28.57,94.11,41.45
11/29/2016,28.51,93.25,41.6
11/30/2016,27.81,92.2,41.02
12/1/2016,27.39,87.64,39.63
12/2/2016,28.42,88.45,40.07
12/5/2016,28.35,91.88,40.2
12/6/2016,28.21,93.39,39.97
12/7/2016,28.91,95.07,40.52
12/8/2016,29.42,93.48,41.41
12/9/2016,29.97,91.82,41.76
12/12/2016,30.21,89.59,41.3
12/13/2016,29.82,91.17,41.47
12/14/2016,29.82,96.45,40.91
12/15/2016,29.73,98.71,38.41
12/16/2016,29.61,100.41,38.61
12/19/2016,29.38,101.63,38.42
12/20/2016,29.26,105.17,39.16
12/21/2016,29.36,105.83,39.15
12/22/2016,29.54,107.11,38.5
12/23/2016,29.79,109.78,38.66
12/27/2016,30.24,117.32,38.92
12/28/2016,30.01,109.25,38.73
12/29/2016,29.98,111.43,38.64
12/30/2016,29.69,106.74,38.67
